label|primitive_label
8T38-6.1.1_3.3.2_2.2.2.2-a|4T4-3.1_3.1_2.2-a
8T38-6.1.1_4.2.2_3.3.1.1-a|4T4-3.1_3.1_2.2-a
8T38-6.1.1_6.1.1_2.2.2.2-a|4T4-3.1_3.1_2.2-a
8T38-6.1.1_6.1.1_3.3.1.1-a|4T4-3.1_3.1_3.1-a
8T40-8_3.3.1.1_4.1.1.1.1-a|4T5-4_3.1_2.1.1-a
8T40-8_3.3.1.1_4.2.2-a|4T5-4_3.1_2.1.1-a
8T40-8_6.2_4.1.1.1.1-a|4T5-4_3.1_2.1.1-a
8T41-6.2_4.2.1.1_2.2.2.2-a|2T1-2_2_1.1-a
8T42-6.2_2.2.2.2_3.2.2.1-a|2T1-2_2_1.1-a
8T42-6.2_3.1.1.1.1.1_4.4-a|2T1-2_2_1.1-a
8T42-6.2_6.2_3.1.1.1.1.1-a|2T1-2_2_1.1-a
8T42-6.2_4.4_3.2.2.1-a|2T1-2_2_1.1-a
8T42-6.2_6.2_3.2.2.1-a|2T1-2_2_1.1-a
8T42-6.2_6.2_3.3.1.1-a|2T1-2_2_1.1-a
8T42-6.2_6.2_3.3.1.1-b|2T1-2_2_1.1-a
8T43-6.1.1_2.2.2.1.1_4.4-a|8T43-6.1.1_2.2.2.1.1_4.4-a
8T43-6.1.1_6.1.1_2.2.2.2-a|8T43-6.1.1_6.1.1_2.2.2.2-a
8T43-6.1.1_6.1.1_3.3.1.1-a|8T43-6.1.1_6.1.1_3.3.1.1-a
8T43-7.1_2.2.2.1.1_6.1.1-a|8T43-7.1_2.2.2.1.1_6.1.1-a
8T43-6.1.1_6.1.1_4.4-a|8T43-6.1.1_6.1.1_4.4-a
8T43-8_2.2.2.1.1_4.4-a|8T43-8_2.2.2.1.1_4.4-a
8T43-8_2.2.2.1.1_7.1-a|8T43-8_2.2.2.1.1_7.1-a
8T43-8_2.2.2.2_6.1.1-a|8T43-8_2.2.2.2_6.1.1-a
8T43-8_3.3.1.1_6.1.1-a|8T43-8_3.3.1.1_6.1.1-a
8T44-6.1.1_4.1.1.1.1_4.4-a|4T5-4_3.1_2.1.1-a
8T44-6.1.1_4.4_2.2.2.1.1-a|4T5-4_3.1_2.1.1-a
8T44-8_2.2.1.1.1.1_3.3.2-a|4T5-4_3.1_2.1.1-a
8T44-8_2.2.1.1.1.1_6.1.1-a|4T5-4_3.1_2.1.1-a
8T44-8_2.2.2.2_3.3.2-a|4T5-4_3.1_2.1.1-a
8T44-8_2.2.2.2_6.1.1-a|4T5-4_3.1_2.1.1-a
8T44-8_3.3.2_4.2.1.1-a|4T5-4_3.1_2.1.1-a
8T44-8_6.1.1_4.2.1.1-a|4T5-4_3.1_2.1.1-a
8T45-6.2_6.2_4.2.1.1-a|2T1-2_2_1.1-a
8T46-8_3.1.1.1.1.1_4.2.2-a|2T1-2_2_1.1-a
8T46-4.2.2_4.2.2_4.4-a|2T1-2_2_1.1-a
8T46-8_3.2.2.1_4.2.2-a|2T1-2_2_1.1-a
8T46-8_3.2.2.1_4.2.2-b|2T1-2_2_1.1-a
8T46-8_3.3.1.1_4.2.2-a|2T1-2_2_1.1-a
8T46-8_4.2.2_4.2.1.1-a|2T1-2_2_1.1-a
8T46-8_8_2.2.1.1.1.1-a|2T1-2_2_1.1-a
8T46-8_8_3.1.1.1.1.1-a|2T1-2_2_1.1-a
8T47-8_2.2.2.2_3.2.1.1.1-a|2T1-2_2_1.1-a
8T47-8_6.2_2.1.1.1.1.1.1-a|2T1-2_2_1.1-a
8T47-8_2.2.2.2_4.3.1-a|2T1-2_2_1.1-a
8T47-8_4.4_3.2.1.1.1-a|2T1-2_2_1.1-a
8T47-8_6.2_2.2.2.1.1-a|2T1-2_2_1.1-a
8T47-8_6.2_3.2.1.1.1-a|2T1-2_2_1.1-a
8T47-8_6.2_4.1.1.1.1-a|2T1-2_2_1.1-a
8T48-7.1_2.2.2.2_4.2.1.1-a|8T48-7.1_2.2.2.2_4.2.1.1-a
8T48-4.2.1.1_4.4_4.4-a|8T48-4.2.1.1_4.4_4.4-a
8T48-7.1_2.2.2.2_6.2-a|8T48-7.1_2.2.2.2_6.2-a
8T48-7.1_3.3.1.1_4.4-a|8T48-7.1_3.3.1.1_4.4-a
8T48-7.1_3.3.1.1_4.4-b|8T48-7.1_3.3.1.1_4.4-b
8T48-7.1_3.3.1.1_6.2-a|8T48-7.1_3.3.1.1_6.2-a
8T48-7.1_4.2.1.1_4.4-a|8T48-7.1_4.2.1.1_4.4-a
8T48-7.1_4.2.1.1_4.4-b|8T48-7.1_4.2.1.1_4.4-b
8T48-7.1_6.2_4.2.1.1-a|8T48-7.1_6.2_4.2.1.1-a
8T48-7.1_7.1_2.2.2.2-a|8T48-7.1_7.1_2.2.2.2-a
8T48-7.1_7.1_3.3.1.1-a|8T48-7.1_7.1_3.3.1.1-a
8T48-7.1_7.1_3.3.1.1-b|8T48-7.1_7.1_3.3.1.1-b
8T48-7.1_7.1_3.3.1.1-c|8T48-7.1_7.1_3.3.1.1-c
8T48-7.1_7.1_4.2.1.1-a|8T48-7.1_7.1_4.2.1.1-a
8T49-3.2.2.1_3.2.2.1_4.4-a|8T49-3.2.2.1_3.2.2.1_4.4-a
8T49-3.2.2.1_3.3.1.1_4.4-a|8T49-3.2.2.1_3.3.1.1_4.4-a
8T49-5.1.1.1_3.3.1.1_4.4-a|8T49-5.1.1.1_3.3.1.1_4.4-a
8T49-5.3_2.2.2.2_3.2.2.1-a|8T49-5.3_2.2.2.2_3.2.2.1-a
8T49-5.3_2.2.2.2_4.2.1.1-a|8T49-5.3_2.2.2.2_4.2.1.1-a
8T49-5.3_3.1.1.1.1.1_4.4-a|8T49-5.3_3.1.1.1.1.1_4.4-a
8T49-5.3_3.3.1.1_3.2.2.1-a|8T49-5.3_3.3.1.1_3.2.2.1-a
8T49-5.3_3.3.1.1_3.3.1.1-a|8T49-5.3_3.3.1.1_3.3.1.1-a
8T49-5.3_3.3.1.1_4.2.1.1-a|8T49-5.3_3.3.1.1_4.2.1.1-a
8T49-5.3_4.4_2.2.1.1.1.1-a|8T49-5.3_4.4_2.2.1.1.1.1-a
8T49-5.3_5.1.1.1_4.2.1.1-a|8T49-5.3_5.1.1.1_4.2.1.1-a
8T49-5.3_5.3_3.1.1.1.1.1-a|8T49-5.3_5.3_3.1.1.1.1.1-a
8T49-6.2_3.1.1.1.1.1_5.3-a|8T49-6.2_3.1.1.1.1.1_5.3-a
8T49-7.1_2.2.2.2_5.1.1.1-a|8T49-7.1_2.2.2.2_5.1.1.1-a
8T49-7.1_3.1.1.1.1.1_4.4-a|8T49-7.1_3.1.1.1.1.1_4.4-a
8T49-7.1_7.1_3.1.1.1.1.1-a|8T49-7.1_7.1_3.1.1.1.1.1-a
8T49-5.1.1.1_4.4_4.4-a|8T49-5.1.1.1_4.4_4.4-a
8T49-5.1.1.1_5.3_4.4-a|8T49-5.1.1.1_5.3_4.4-a
8T49-5.3_5.3_2.2.2.2-a|8T49-5.3_5.3_2.2.2.2-a
8T49-6.2_5.3_2.2.2.2-a|8T49-6.2_5.3_2.2.2.2-a
8T49-6.2_6.2_3.3.1.1-a|8T49-6.2_6.2_3.3.1.1-a
8T49-6.2_6.2_3.3.1.1-b|8T49-6.2_6.2_3.3.1.1-b
8T49-7.1_4.4_5.1.1.1-a|8T49-7.1_4.4_5.1.1.1-a
8T49-7.1_5.3_2.2.2.2-a|8T49-7.1_5.3_2.2.2.2-a
8T50-3.2.1.1.1_4.4_3.3.2-a|8T50-3.2.1.1.1_4.4_3.3.2-a
8T50-3.2.2.1_3.3.2_3.3.2-a|8T50-3.2.2.1_3.3.2_3.3.2-a
8T50-3.3.2_3.3.2_3.3.1.1-a|8T50-3.3.2_3.3.2_3.3.1.1-a
8T50-4.3.1_2.2.2.1.1_4.4-a|8T50-4.3.1_2.2.2.1.1_4.4-a
8T50-4.3.1_3.3.1.1_3.3.2-a|8T50-4.3.1_3.3.1.1_3.3.2-a
8T50-4.3.1_4.2.2_3.2.2.1-a|8T50-4.3.1_4.2.2_3.2.2.1-a
8T50-4.3.1_4.3.1_2.2.2.2-a|8T50-4.3.1_4.3.1_2.2.2.2-a
8T50-4.3.1_4.4_3.2.1.1.1-a|8T50-4.3.1_4.4_3.2.1.1.1-a
8T50-5.1.1.1_3.3.2_3.3.2-a|8T50-5.1.1.1_3.3.2_3.3.2-a
8T50-5.2.1_2.2.2.1.1_4.4-a|8T50-5.2.1_2.2.2.1.1_4.4-a
8T50-5.2.1_2.2.2.2_3.3.2-a|8T50-5.2.1_2.2.2.2_3.3.2-a
8T50-5.2.1_3.3.1.1_3.3.2-a|8T50-5.2.1_3.3.1.1_3.3.2-a
8T50-5.2.1_3.3.1.1_4.2.2-a|8T50-5.2.1_3.3.1.1_4.2.2-a
8T50-5.2.1_3.3.2_3.2.2.1-a|8T50-5.2.1_3.3.2_3.2.2.1-a
8T50-5.2.1_4.1.1.1.1_4.4-a|8T50-5.2.1_4.1.1.1.1_4.4-a
8T50-5.2.1_4.2.2_3.2.2.1-a|8T50-5.2.1_4.2.2_3.2.2.1-a
8T50-5.2.1_4.3.1_2.2.2.2-a|8T50-5.2.1_4.3.1_2.2.2.2-a
8T50-5.2.1_5.2.1_2.2.2.2-a|8T50-5.2.1_5.2.1_2.2.2.2-a
8T50-5.2.1_5.3_2.2.2.1.1-a|8T50-5.2.1_5.3_2.2.2.1.1-a
8T50-5.3_2.2.2.1.1_3.3.2-a|8T50-5.3_2.2.2.1.1_3.3.2-a
8T50-5.3_2.2.2.1.1_4.2.2-a|8T50-5.3_2.2.2.1.1_4.2.2-a
8T50-5.3_4.1.1.1.1_3.3.2-a|8T50-5.3_4.1.1.1.1_3.3.2-a
8T50-5.3_4.1.1.1.1_4.2.2-a|8T50-5.3_4.1.1.1.1_4.2.2-a
8T50-6.2_4.1.1.1.1_3.3.2-a|8T50-6.2_4.1.1.1.1_3.3.2-a
8T50-8_3.3.2_2.2.1.1.1.1-a|8T50-8_3.3.2_2.2.1.1.1.1-a
8T50-6.1.1_3.3.2_4.4-a|8T50-6.1.1_3.3.2_4.4-a
8T50-6.1.1_4.4_4.2.2-a|8T50-6.1.1_4.4_4.2.2-a
8T50-6.2_3.3.2_3.3.2-a|8T50-6.2_3.3.2_3.3.2-a
8T50-6.2_4.2.2_3.3.2-a|8T50-6.2_4.2.2_3.3.2-a
8T50-7.1_4.2.2_3.3.2-a|8T50-7.1_4.2.2_3.3.2-a
8T50-8_2.2.2.1.1_6.2-a|8T50-8_2.2.2.1.1_6.2-a
8T50-8_3.3.1.1_3.3.2-a|8T50-8_3.3.1.1_3.3.2-a
8T50-8_3.3.1.1_4.2.2-a|8T50-8_3.3.1.1_4.2.2-a
8T50-8_3.3.2_3.2.2.1-a|8T50-8_3.3.2_3.2.2.1-a
8T50-8_4.1.1.1.1_4.4-a|8T50-8_4.1.1.1.1_4.4-a
8T50-8_4.1.1.1.1_4.4-b|8T50-8_4.1.1.1.1_4.4-b
8T50-8_4.1.1.1.1_6.2-a|8T50-8_4.1.1.1.1_6.2-a
8T50-8_4.1.1.1.1_6.2-b|8T50-8_4.1.1.1.1_6.2-b
8T50-8_4.2.2_3.2.2.1-a|8T50-8_4.2.2_3.2.2.1-a
8T50-8_4.3.1_2.2.2.2-a|8T50-8_4.3.1_2.2.2.2-a
8T50-8_4.4_3.2.1.1.1-a|8T50-8_4.4_3.2.1.1.1-a
8T50-8_5.1.1.1_3.3.2-a|8T50-8_5.1.1.1_3.3.2-a
8T50-8_5.2.1_2.2.2.2-a|8T50-8_5.2.1_2.2.2.2-a
8T50-8_5.3_2.2.2.1.1-a|8T50-8_5.3_2.2.2.1.1-a
8T50-8_5.3_4.1.1.1.1-a|8T50-8_5.3_4.1.1.1.1-a
8T50-8_8_2.2.1.1.1.1-a|8T50-8_8_2.2.1.1.1.1-a
8T50-8_8_3.1.1.1.1.1-a|8T50-8_8_3.1.1.1.1.1-a
9T1-9_9_1.1.1.1.1.1.1.1.1-a|3T1-3_3_1.1.1-a
9T3-9_2.2.2.2.1_2.2.2.2.1-a|3T2-3_2.1_2.1-a
9T9-4.4.1_4.4.1_2.2.2.2.1-a|9T9-4.4.1_4.4.1_2.2.2.2.1-a
9T10-9_2.2.2.2.1_6.2.1-a|3T2-3_2.1_2.1-a
9T11-6.2.1_3.3.3_2.2.2.2.1-a|3T2-3_2.1_2.1-a
9T13-6.3_6.3_3.3.1.1.1-a|3T1-3_3_1.1.1-a
9T15-8.1_8.1_2.2.2.2.1-a|9T15-8.1_8.1_2.2.2.2.1-a
9T16-6.3_4.4.1_2.2.2.1.1.1-a|9T16-6.3_4.4.1_2.2.2.1.1.1-a
9T17-9_3.1.1.1.1.1.1_3.3.3-a|3T1-3_3_1.1.1-a
9T17-9_3.3.3_3.3.1.1.1-a|3T1-3_3_1.1.1-a
9T17-9_9_3.1.1.1.1.1.1-a|3T1-3_3_1.1.1-a
9T18-6.3_6.2.1_2.2.2.1.1.1-a|3T2-3_2.1_2.1-a
9T20-3.2.2.2_3.2.2.2_3.3.3-a|3T2-3_2.1_2.1-a
9T20-6.1.1.1_3.3.3_3.2.2.2-a|3T2-3_2.1_2.1-a
9T20-6.1.1.1_6.1.1.1_3.3.3-a|3T2-3_2.1_2.1-a
9T20-9_2.2.2.1.1.1_3.2.2.2-a|3T2-3_2.1_2.1-a
9T20-9_2.2.2.1.1.1_6.1.1.1-a|3T2-3_2.1_2.1-a
9T20-9_2.2.2.1.1.1_6.3-a|3T2-3_2.1_2.1-a
9T20-9_3.2.2.2_3.2.2.2-a|3T2-3_2.1_2.1-a
9T20-9_3.2.2.2_6.1.1.1-a|3T2-3_2.1_2.1-a
9T20-9_6.1.1.1_6.1.1.1-a|3T2-3_2.1_2.1-a
9T22-6.3_6.3_3.1.1.1.1.1.1-a|3T1-3_3_1.1.1-a
9T22-6.3_6.3_3.3.1.1.1-a|3T1-3_3_1.1.1-a
9T22-9_2.2.2.1.1.1_6.3-a|3T1-3_3_1.1.1-a
9T23-6.2.1_3.3.1.1.1_3.3.3-a|9T23-6.2.1_3.3.1.1.1_3.3.3-a
9T23-6.2.1_3.3.1.1.1_4.4.1-a|9T23-6.2.1_3.3.1.1.1_4.4.1-a
9T23-6.2.1_3.3.3_3.3.3-a|9T23-6.2.1_3.3.3_3.3.3-a
9T23-6.2.1_3.3.3_4.4.1-a|9T23-6.2.1_3.3.3_4.4.1-a
9T23-6.2.1_6.2.1_6.2.1-a|9T23-6.2.1_6.2.1_6.2.1-a
9T23-6.2.1_6.2.1_6.2.1-b|9T23-6.2.1_6.2.1_6.2.1-b
9T24-6.1.1.1_6.3_2.2.2.2.1-a|3T2-3_2.1_2.1-a
9T25-3.2.2.1.1_3.3.3_3.3.3-a|3T1-3_3_1.1.1-a
9T25-9_2.2.1.1.1.1.1_3.3.3-a|3T1-3_3_1.1.1-a
9T25-9_3.3.3_3.2.2.1.1-a|3T1-3_3_1.1.1-a
9T25-9_9_2.2.1.1.1.1.1-a|3T1-3_3_1.1.1-a
9T25-9_9_2.2.1.1.1.1.1-b|3T1-3_3_1.1.1-a
9T26-8.1_2.2.2.1.1.1_3.3.3-a|9T26-8.1_2.2.2.1.1.1_3.3.3-a
9T26-8.1_2.2.2.1.1.1_6.2.1-a|9T26-8.1_2.2.2.1.1.1_6.2.1-a
9T26-8.1_3.3.1.1.1_6.3-a|9T26-8.1_3.3.1.1.1_6.3-a
9T26-8.1_8.1_3.3.1.1.1-a|9T26-8.1_8.1_3.3.1.1.1-a
9T27-7.1.1_3.3.3_3.3.3-a|9T27-7.1.1_3.3.3_3.3.3-a
9T27-7.1.1_7.1.1_3.3.3-a|9T27-7.1.1_7.1.1_3.3.3-a
9T27-7.1.1_7.1.1_3.3.3-b|9T27-7.1.1_7.1.1_3.3.3-b
9T27-7.1.1_7.1.1_3.3.3-c|9T27-7.1.1_7.1.1_3.3.3-c
9T27-9_2.2.2.2.1_3.3.3-a|9T27-9_2.2.2.2.1_3.3.3-a
9T27-9_7.1.1_2.2.2.2.1-a|9T27-9_7.1.1_2.2.2.2.1-a
9T28-6.3_3.3.3_3.2.1.1.1.1-a|3T1-3_3_1.1.1-a
9T28-9_2.1.1.1.1.1.1.1_6.3-a|3T1-3_3_1.1.1-a
9T28-9_6.3_3.2.1.1.1.1-a|3T1-3_3_1.1.1-a
9T29-6.1.1.1_4.2.2.1_3.3.3-a|3T2-3_2.1_2.1-a
9T29-9_4.2.2.1_2.2.2.1.1.1-a|3T2-3_2.1_2.1-a
9T29-9_4.2.2.1_3.2.2.2-a|3T2-3_2.1_2.1-a
9T29-9_4.2.2.1_3.2.2.2-b|3T2-3_2.1_2.1-a
9T29-9_4.2.2.1_4.2.2.1-a|3T2-3_2.1_2.1-a
9T29-9_4.2.2.1_4.2.2.1-b|3T2-3_2.1_2.1-a
9T29-9_4.2.2.1_6.1.1.1-a|3T2-3_2.1_2.1-a
9T30-4.3.2_2.2.2.2.1_3.3.3-a|3T2-3_2.1_2.1-a
9T30-4.3.2_4.2.1.1.1_3.3.3-a|3T2-3_2.1_2.1-a
9T30-6.2.1_4.2.1.1.1_3.3.3-a|3T2-3_2.1_2.1-a
9T30-9_2.2.2.2.1_4.2.1.1.1-a|3T2-3_2.1_2.1-a
9T30-9_4.2.1.1.1_4.2.1.1.1-a|3T2-3_2.1_2.1-a
9T30-9_4.3.2_2.2.2.2.1-a|3T2-3_2.1_2.1-a
9T30-9_4.3.2_4.2.1.1.1-a|3T2-3_2.1_2.1-a
9T30-9_6.2.1_4.2.1.1.1-a|3T2-3_2.1_2.1-a
9T31-6.1.1.1_6.3_4.2.1.1.1-a|3T2-3_2.1_2.1-a
9T31-6.3_4.3.2_2.2.2.1.1.1-a|3T2-3_2.1_2.1-a
9T31-6.3_4.3.2_3.2.2.2-a|3T2-3_2.1_2.1-a
9T32-9_2.2.2.2.1_6.2.1-a|9T32-9_2.2.2.2.1_6.2.1-a
9T32-9_3.3.1.1.1_7.1.1-a|9T32-9_3.3.1.1.1_7.1.1-a
9T32-9_3.3.3_3.3.1.1.1-a|9T32-9_3.3.3_3.3.1.1.1-a
9T33-3.2.2.1.1_3.3.3_4.4.1-a|9T33-3.2.2.1.1_3.3.3_4.4.1-a
9T33-4.3.2_2.2.2.2.1_4.4.1-a|9T33-4.3.2_2.2.2.2.1_4.4.1-a
9T33-4.3.2_3.3.3_3.2.2.1.1-a|9T33-4.3.2_3.3.3_3.2.2.1.1-a
9T33-4.3.2_3.3.3_3.3.1.1.1-a|9T33-4.3.2_3.3.3_3.3.1.1.1-a
9T33-4.3.2_4.3.2_2.2.2.2.1-a|9T33-4.3.2_4.3.2_2.2.2.2.1-a
9T33-5.1.1.1.1_4.3.2_3.3.3-a|9T33-5.1.1.1.1_4.3.2_3.3.3-a
9T33-5.1.1.1.1_4.4.1_4.4.1-a|9T33-5.1.1.1.1_4.4.1_4.4.1-a
9T33-5.2.2_2.2.2.2.1_4.4.1-a|9T33-5.2.2_2.2.2.2.1_4.4.1-a
9T33-5.2.2_3.3.1.1.1_4.3.2-a|9T33-5.2.2_3.3.1.1.1_4.3.2-a
9T33-5.2.2_3.3.1.1.1_4.4.1-a|9T33-5.2.2_3.3.1.1.1_4.4.1-a
9T33-5.2.2_3.3.3_3.2.2.1.1-a|9T33-5.2.2_3.3.3_3.2.2.1.1-a
9T33-5.2.2_3.3.3_3.3.1.1.1-a|9T33-5.2.2_3.3.3_3.3.1.1.1-a
9T33-5.2.2_3.3.3_4.2.1.1.1-a|9T33-5.2.2_3.3.3_4.2.1.1.1-a
9T33-5.2.2_4.3.2_2.2.2.2.1-a|9T33-5.2.2_4.3.2_2.2.2.2.1-a
9T33-5.2.2_5.2.2_2.2.2.2.1-a|9T33-5.2.2_5.2.2_2.2.2.2.1-a
9T33-5.2.2_5.2.2_3.3.1.1.1-a|9T33-5.2.2_5.2.2_3.3.1.1.1-a
9T33-5.2.2_5.2.2_5.1.1.1.1-a|9T33-5.2.2_5.2.2_5.1.1.1.1-a
9T33-5.2.2_5.3.1_2.2.2.2.1-a|9T33-5.2.2_5.3.1_2.2.2.2.1-a
9T33-5.3.1_2.2.2.2.1_3.3.3-a|9T33-5.3.1_2.2.2.2.1_3.3.3-a
9T33-5.3.1_2.2.2.2.1_4.3.2-a|9T33-5.3.1_2.2.2.2.1_4.3.2-a
9T33-5.3.1_2.2.2.2.1_4.4.1-a|9T33-5.3.1_2.2.2.2.1_4.4.1-a
9T33-5.3.1_3.3.3_3.2.2.1.1-a|9T33-5.3.1_3.3.3_3.2.2.1.1-a
9T33-5.3.1_3.3.3_3.3.1.1.1-a|9T33-5.3.1_3.3.3_3.3.1.1.1-a
9T33-7.1.1_7.1.1_5.1.1.1.1-a|9T33-7.1.1_7.1.1_5.1.1.1.1-a
9T33-9_3.1.1.1.1.1.1_4.4.1-a|9T33-9_3.1.1.1.1.1.1_4.4.1-a
9T34-4.3.1.1_3.3.3_3.2.2.2-a|9T34-4.3.1.1_3.3.3_3.2.2.2-a
9T34-4.3.1.1_3.3.3_3.3.2.1-a|9T34-4.3.1.1_3.3.3_3.3.2.1-a
9T34-4.3.2_3.2.2.2_3.2.2.2-a|9T34-4.3.2_3.2.2.2_3.2.2.2-a
9T34-5.2.1.1_3.3.3_3.2.2.2-a|9T34-5.2.1.1_3.3.3_3.2.2.2-a
9T34-5.2.1.1_3.3.3_3.3.2.1-a|9T34-5.2.1.1_3.3.3_3.3.2.1-a
9T34-5.2.1.1_3.3.3_4.2.2.1-a|9T34-5.2.1.1_3.3.3_4.2.2.1-a
9T34-5.2.2_3.2.2.2_3.2.2.2-a|9T34-5.2.2_3.2.2.2_3.2.2.2-a
9T34-5.2.2_3.2.2.2_3.3.2.1-a|9T34-5.2.2_3.2.2.2_3.3.2.1-a
9T34-5.2.2_4.2.2.1_3.2.2.2-a|9T34-5.2.2_4.2.2.1_3.2.2.2-a
9T34-5.3.1_3.2.2.2_3.2.2.2-a|9T34-5.3.1_3.2.2.2_3.2.2.2-a
9T34-5.4_2.2.2.1.1.1_3.3.3-a|9T34-5.4_2.2.2.1.1.1_3.3.3-a
9T34-5.4_2.2.2.1.1.1_4.4.1-a|9T34-5.4_2.2.2.1.1.1_4.4.1-a
9T34-5.4_2.2.2.2.1_3.3.2.1-a|9T34-5.4_2.2.2.2.1_3.3.2.1-a
9T34-5.4_2.2.2.2.1_4.2.2.1-a|9T34-5.4_2.2.2.2.1_4.2.2.1-a
9T34-5.4_3.3.1.1.1_4.2.2.1-a|9T34-5.4_3.3.1.1.1_4.2.2.1-a
9T34-5.4_3.3.3_4.1.1.1.1.1-a|9T34-5.4_3.3.3_4.1.1.1.1.1-a
9T34-5.4_4.1.1.1.1.1_4.3.2-a|9T34-5.4_4.1.1.1.1.1_4.3.2-a
9T34-5.4_4.1.1.1.1.1_4.4.1-a|9T34-5.4_4.1.1.1.1.1_4.4.1-a
9T34-5.4_4.3.1.1_2.2.2.2.1-a|9T34-5.4_4.3.1.1_2.2.2.2.1-a
9T34-5.4_5.1.1.1.1_3.2.2.2-a|9T34-5.4_5.1.1.1.1_3.2.2.2-a
9T34-5.4_5.2.1.1_2.2.2.2.1-a|9T34-5.4_5.2.1.1_2.2.2.2.1-a
9T34-7.2_2.2.1.1.1.1.1_5.4-a|9T34-7.2_2.2.1.1.1.1.1_5.4-a
9T34-7.2_2.2.2.1.1.1_3.3.3-a|9T34-7.2_2.2.2.1.1.1_3.3.3-a
9T34-7.2_2.2.2.1.1.1_4.4.1-a|9T34-7.2_2.2.2.1.1.1_4.4.1-a
9T34-7.2_2.2.2.2.1_3.3.2.1-a|9T34-7.2_2.2.2.2.1_3.3.2.1-a
9T34-7.2_2.2.2.2.1_4.2.2.1-a|9T34-7.2_2.2.2.2.1_4.2.2.1-a
9T34-7.2_2.2.2.2.1_6.1.1.1-a|9T34-7.2_2.2.2.2.1_6.1.1.1-a
9T34-7.2_3.1.1.1.1.1.1_5.4-a|9T34-7.2_3.1.1.1.1.1.1_5.4-a
9T34-7.2_3.2.1.1.1.1_5.2.2-a|9T34-7.2_3.2.1.1.1.1_5.2.2-a
9T34-7.2_3.2.2.2_2.2.2.2.1-a|9T34-7.2_3.2.2.2_2.2.2.2.1-a
9T34-7.2_3.2.2.2_3.2.2.1.1-a|9T34-7.2_3.2.2.2_3.2.2.1.1-a
9T34-7.2_3.3.1.1.1_6.1.1.1-a|9T34-7.2_3.3.1.1.1_6.1.1.1-a
9T34-7.2_3.3.3_3.2.1.1.1.1-a|9T34-7.2_3.3.3_3.2.1.1.1.1-a
9T34-7.2_3.3.3_4.1.1.1.1.1-a|9T34-7.2_3.3.3_4.1.1.1.1.1-a
9T34-7.2_4.1.1.1.1.1_4.3.2-a|9T34-7.2_4.1.1.1.1.1_4.3.2-a
9T34-7.2_4.1.1.1.1.1_4.4.1-a|9T34-7.2_4.1.1.1.1.1_4.4.1-a
9T34-7.2_4.1.1.1.1.1_5.2.2-a|9T34-7.2_4.1.1.1.1.1_5.2.2-a
9T34-7.2_4.1.1.1.1.1_6.2.1-a|9T34-7.2_4.1.1.1.1.1_6.2.1-a
9T34-7.2_4.2.1.1.1_3.2.2.2-a|9T34-7.2_4.2.1.1.1_3.2.2.2-a
9T34-7.2_4.3.1.1_2.2.2.2.1-a|9T34-7.2_4.3.1.1_2.2.2.2.1-a
9T34-7.2_5.1.1.1.1_3.2.2.2-a|9T34-7.2_5.1.1.1.1_3.2.2.2-a
9T34-7.2_5.1.1.1.1_3.3.2.1-a|9T34-7.2_5.1.1.1.1_3.3.2.1-a
9T34-7.2_5.1.1.1.1_6.1.1.1-a|9T34-7.2_5.1.1.1.1_6.1.1.1-a
9T34-7.2_5.2.1.1_2.2.2.2.1-a|9T34-7.2_5.2.1.1_2.2.2.2.1-a
9T34-7.2_5.2.2_2.2.2.1.1.1-a|9T34-7.2_5.2.2_2.2.2.1.1.1-a
9T34-7.2_7.2_3.1.1.1.1.1.1-a|9T34-7.2_7.2_3.1.1.1.1.1.1-a
